Original Network: Loading time, 0.003688093000164372
Original Network: Max Degree, 50 
Original Network: # Nodes, 1027 
Original Network: # Edges, 1936
Original Network: Node PageRank time, 0.0672824209996179
Largest Component: Computing time, 0.024124049999954877
Largest Component: # Nodes, 975 
Largest Component: # Edges, 1902
