Original Network: Loading time, 0.0382984400002897
Original Network: Max Degree, 775 
Original Network: # Nodes, 1711 
Original Network: # Edges, 27658
Original Network: Node PageRank time, 0.10489659300037601
Largest Component: Computing time, 0.12823377700078709
Largest Component: # Nodes, 1688 
Largest Component: # Edges, 27637
