Original Network: Loading time, 0.010608648999550496
Original Network: Max Degree, 127 
Original Network: # Nodes, 1275 
Original Network: # Edges, 7241
Original Network: Node PageRank time, 0.14621683999939705
Largest Component: Computing time, 0.034558628000013414
Largest Component: # Nodes, 1275 
Largest Component: # Edges, 7241
