Original Network: Loading time, 0.12469213999975182
Original Network: Max Degree, 243 
Original Network: # Nodes, 9146 
Original Network: # Edges, 73182
Original Network: Node PageRank time, 0.20297049500004505
Largest Component: Computing time, 0.43599238000024343
Largest Component: # Nodes, 9144 
Largest Component: # Edges, 73181
