Original Network: Loading time, 0.08985443199890142
Original Network: Max Degree, 180 
Original Network: # Nodes, 8885 
Original Network: # Edges, 57817
Original Network: Node PageRank time, 0.17085362699981488
Largest Component: Computing time, 0.347044222000477
Largest Component: # Nodes, 8885 
Largest Component: # Edges, 57817
