Original Network: Loading time, 0.12638482799957274
Original Network: Max Degree, 239 
Original Network: # Nodes, 9122 
Original Network: # Edges, 72074
Original Network: Node PageRank time, 0.19855174800068198
Largest Component: Computing time, 0.41534399400006805
Largest Component: # Nodes, 9122 
Largest Component: # Edges, 72074
