Original Network: Loading time, 0.05616459200064128
Original Network: Max Degree, 1639 
Original Network: # Nodes, 1746 
Original Network: # Edges, 41921
Original Network: Node PageRank time, 0.12306846899991797
Largest Component: Computing time, 0.19189059599921165
Largest Component: # Nodes, 1742 
Largest Component: # Edges, 41919
