Original Network: Loading time, 0.04215027200007171
Original Network: Max Degree, 880 
Original Network: # Nodes, 1273 
Original Network: # Edges, 30989
Original Network: Node PageRank time, 0.11196100100096373
Largest Component: Computing time, 0.13615575500080013
Largest Component: # Nodes, 1273 
Largest Component: # Edges, 30989
